age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
39,Female,Education,4.787385934573541,Twitter,70,8.182840249309672,3.0224880986205607,2.6334019592495737,5.0,9.470129478416178,1.9390658948192283,0,True,False,3,25,0.0,3.808877461673304
33,Male,Health,3.04466044013929,Facebook,62,7.25078967882606,8.783628922061979,7.536908328111277,1.0,7.579662038490455,0.1907694284412516,3,False,True,4,13,15.029633225070793,7.494599354846772
34,Male,IT,3.89126221863522,TikTok,53,7.943273563704537,4.896339337743834,3.811061860585117,2.0,5.169512462606146,,1,False,False,1,15,0.0,4.621305548425284
42,Female,IT,1.8432726960644843,Instagram,66,9.628800308786296,3.351163997493872,3.951843381479149,1.0,9.89430102039312,0.4243349523060606,2,False,False,5,10,8.850508344465998,4.205337920605369
19,Male,IT,0.1128258760014131,Facebook,48,10.249405889879172,5.944627143304949,5.498781935397993,6.0,10.0,1.8518313003634883,6,False,False,3,26,9.387347766571056,4.820324728294828
26,Female,IT,2.309461012342916,TikTok,58,7.906149356062006,2.262565747344518,2.22764135308039,9.0,5.283401205368229,1.1173821194851303,5,True,False,0,9,0.5296322681729535,4.293753679216643
49,Female,Student,4.335232405711712,Instagram,59,8.385633401912477,4.115143266023784,3.1032115214130043,1.0,5.188448652558767,0.917844588793017,5,False,False,1,12,0.0,
35,Other,Unemployed,1.72625536350176,TikTok,56,7.369141310455634,2.1184687886104863,1.320279913613192,4.0,6.897212302581058,1.2206620794644023,1,False,False,1,27,13.368948528528817,1.423437472408266
46,Female,IT,4.911576023060209,Telegram,55,7.420203817849318,6.551143452887759,5.782368245737993,2.0,6.547777886052646,1.7728288287421368,2,False,True,3,9,13.601342334651877,
51,Male,IT,1.5453732109120923,Telegram,59,3.4391117532392266,6.567022121355576,,9.0,8.53299698286693,0.1767482074579305,10,False,False,1,5,12.374242905377107,
27,Male,Health,5.249081577733213,Twitter,61,3.846811175117277,2.250972478427746,1.7059592585665602,5.0,4.718632196237727,1.0630178683363516,9,True,False,1,29,0.437638197378412,3.072277998322024
28,Female,IT,0.8700786267508289,Instagram,57,5.1628996203221815,4.858981507394539,3.8539636927733065,9.0,7.191776758994424,0.7892087654214626,6,True,False,1,22,8.081070381453996,
29,Male,Education,7.559497070311242,TikTok,66,6.271317878392472,2.759828565019188,2.523204233591125,3.0,4.608941354391721,1.92132729370335,10,False,False,2,8,0.0,2.0992136643852017
53,Female,Unemployed,8.164451126342547,Telegram,53,8.255341194921472,5.475909153011631,5.155850027696729,1.0,7.307554312767524,1.6699008213842734,3,False,False,1,24,3.9213185810960303,5.509033561164332
57,Male,Unemployed,2.794716150558737,Facebook,64,11.126620293761825,2.5214293654339794,3.05417173364817,9.0,4.399943529427318,0.9951101700769016,2,False,False,1,14,11.41588282499152,4.201957733995541
31,Male,Finance,3.8153312443709617,Twitter,62,7.804941770298135,,6.533637388031879,,6.180063309996309,0.982747394859254,0,True,False,2,28,6.036927174117253,5.60612481108776
65,Male,Finance,3.4237110907298725,Telegram,70,7.620375403470024,4.464630191196847,4.2009661373334914,4.0,7.51194630872482,0.7124489174047882,5,False,False,1,27,14.693826785687513,
23,Female,Health,2.1139150781577523,Twitter,70,9.004162062882065,3.466888176199002,3.128176629217392,1.0,6.597147826485597,1.40358378538059,5,True,True,0,29,3.3413965240215555,4.073043054301477
22,Female,Health,5.375869944089162,Facebook,75,6.832018800905988,3.811570115624867,4.316487820305982,7.0,,0.0,0,False,True,5,9,4.27968533886267,3.2029860509431805
65,Male,Student,2.4928900834834544,TikTok,55,9.980814369265495,8.222463616274897,8.088138330482133,4.0,3.662177497543032,1.9294389391522813,10,True,True,0,0,0.7136302545515019,9.471762200476508
21,Male,Student,0.597712253965522,Facebook,72,5.472781538376682,8.460148176334002,7.868540587819639,9.0,4.328285137447396,0.6958619644850446,4,True,False,3,27,4.239837786831407,7.578571646460746
44,Other,Health,5.6638076626877,Twitter,58,3.0987852271578027,,4.957597661677995,8.0,6.145680530993382,0.6154568145617036,6,True,False,1,14,14.751809035200807,4.959647410454552
47,Male,Unemployed,0.0,Facebook,49,7.47593755483801,8.176514036617906,,7.0,8.942920856599056,0.6056239978617465,5,True,False,1,2,6.21831505521541,6.86159572334946
24,Male,Health,3.1116017733190637,Twitter,60,2.2271499688341727,4.030668720900594,3.1412182194998453,5.0,5.591988999995525,0.8853445711412528,4,True,False,3,1,0.0,
36,Male,Unemployed,2.280096686203664,TikTok,59,7.735761126783986,7.947462585498157,6.610813681867621,5.0,8.094980802097217,1.716070237763652,2,False,False,0,5,1.5248482805522272,
54,Male,Education,3.851782485549862,Telegram,66,5.985085393528935,4.31508501048417,3.999244320918023,3.0,4.648691172978702,0.495063055834382,3,True,True,4,15,19.868395715871088,3.063149648920338
43,Male,IT,1.0122015781105056,Telegram,50,3.4872750438489306,6.954804267171344,,4.0,8.014099975897658,0.6030262003323086,3,False,False,4,13,0.0,6.431574780424754
35,Female,IT,2.12486309998444,Telegram,66,10.65476159855549,6.476563917384551,5.732130093234848,9.0,5.914736973437025,0.5578231655620729,3,False,False,1,8,0.0,4.587123193257408
32,Male,Education,0.974222708066502,Twitter,55,3.2303172317595688,2.731569616533193,2.484373354075909,4.0,6.1531211582418885,2.4764760583775,0,False,False,2,4,9.900649903485292,3.0646955167462586
59,Male,Unemployed,5.757618275333512,Instagram,61,3.9638583219878423,8.597260702323844,7.369198532146134,3.0,8.833664187022622,1.5274952223655325,10,True,False,3,24,15.27992628902858,7.118821335306127
19,Female,Education,3.49437569535744,Instagram,38,5.672575439937102,5.801577507654122,4.8285200665225725,10.0,5.621911147828146,0.979220976376055,9,False,False,0,25,16.540934335522365,5.198895068495483
45,Female,Finance,2.3581060286155817,Twitter,66,7.38054914457039,,7.394641625669756,,5.924916512757677,1.5665473295820247,8,False,True,2,14,20.305778645786877,5.86076433589886
36,Female,Education,2.165670884968378,Instagram,79,8.81067024642322,2.596422784912064,2.153096510714402,1.0,7.271560973110544,,4,False,False,2,26,14.452255916887022,
21,Male,Unemployed,3.4118257484076584,Telegram,65,6.224023614158441,2.7723998063337465,2.4661707241659814,7.0,,,3,False,False,4,31,20.12717925829129,0.6931150585793093
29,Female,Health,,Telegram,67,6.827390179360635,8.825239708327128,8.647494322582945,7.0,6.85557743360106,0.978991504233776,4,True,False,0,6,0.4270060704366312,8.224061914237547
31,Female,Unemployed,4.827570428877617,Instagram,51,3.7439104538947183,4.805617712615337,5.373400703569386,9.0,5.620949735131269,0.324975636488224,2,False,False,1,15,9.568420839880092,
47,Male,Student,3.6583652475608144,Twitter,60,8.270369463985968,4.290661631291869,4.429461534482924,6.0,6.550342052473256,1.687873835296454,9,True,True,4,9,15.678303164092709,5.450746287959975
60,Female,Education,3.0243637056635864,Telegram,63,7.662544714640022,,3.725027898537093,2.0,4.312410201253026,2.03580437770776,4,False,True,0,29,13.184368667107664,6.5664459503751775
37,Female,Unemployed,,Instagram,64,4.246761307888548,2.833574625374085,2.802064473828436,4.0,3.894093121009494,0.7796424904688204,4,False,False,2,21,31.12219723326356,3.654820147585263
27,Male,Finance,5.222098051111555,TikTok,65,9.999745821765362,7.476208067817276,7.295829932830593,7.0,7.827749255711443,0.7024759825371595,2,False,False,0,31,12.378027474844911,6.965558685695801
42,Male,Finance,5.484491942287162,Twitter,81,8.125554447270101,7.730810788576509,6.940375200649667,2.0,7.374319877444877,0.4307099143968537,2,False,False,2,13,0.0,8.167671235043846
65,Male,Health,2.486190058673704,Instagram,63,7.176916801164042,3.188713125707149,3.4381833167727818,3.0,5.056130101491561,1.0407702654807929,1,False,True,2,8,0.0,4.431896589459777
29,Female,Student,7.560287195229382,TikTok,80,5.3999568664705295,2.6460670856190647,2.6527692467889463,7.0,5.793230306273469,0.6220969541657828,10,False,False,0,26,1.7975513393417462,2.520460350517752
62,Other,Student,3.5589501758679143,Telegram,65,4.641199594195378,6.135574746477717,,2.0,6.881323771317101,1.0169100060815248,2,True,False,4,5,13.656904769010414,6.594296735490726
47,Male,Student,3.86970853066746,Facebook,59,8.999343325767661,4.086944820798008,3.642603134869052,8.0,6.448388959158192,1.1139698864383725,10,False,False,3,31,15.365733374666137,4.616190089576057
57,Female,Student,3.256131606348136,TikTok,63,7.863293366543989,4.937381249235247,3.17785265144004,1.0,4.238682946733272,1.1294009173689017,5,False,False,2,13,0.0460871456678706,
49,Male,IT,2.3677179814420537,Telegram,63,6.5042523630555165,5.904210066171764,4.567590605798369,7.0,6.374158037126839,1.529145914520718,10,False,False,3,30,15.962527959338392,6.898754779498482
56,Male,IT,4.761938472155755,Instagram,58,6.4290349874534725,2.069811190435138,2.100228013638498,8.0,,1.3306013070037948,6,False,False,1,15,15.333991454637284,3.73904322771695
28,Male,IT,4.468974025585822,Twitter,66,2.877193552841645,7.095891557226358,6.706124973638681,,,0.9295019282102212,1,True,False,3,0,8.424136536361477,6.268767999467492
19,Male,Finance,3.150624458315199,Instagram,60,7.613436403794391,8.02480520427362,6.924437925495004,8.0,8.476953474364448,1.2361263939115783,2,True,False,1,31,0.0,8.498506985442544
27,Female,IT,0.0,Facebook,48,5.01850415211849,2.7811789444061725,2.509200003151079,5.0,6.688938306433903,1.0635364375852552,0,True,False,3,29,0.0,
39,Other,Unemployed,2.5177552938110117,Facebook,67,5.927537304087151,5.018419883000748,4.75961308248746,10.0,7.723225972877067,0.6472950736080832,5,False,True,1,17,12.871958870885642,
64,Female,Finance,14.41292121942016,Telegram,55,7.00773380390051,3.5080605009111325,3.409712690913932,10.0,7.352916822864521,2.0474255995392188,6,True,False,3,12,11.937929082328058,2.430510229498752
23,Male,Student,5.497542900805247,Twitter,44,7.817811255275723,6.487807257069392,6.454535923063185,3.0,7.243487107126082,1.4636152526046418,9,True,True,1,30,8.787148280110875,7.174823478368639
47,Female,Student,0.7448534658671813,Facebook,60,8.919342301493447,,4.117704105837121,7.0,10.0,1.755729624220015,6,False,True,0,4,10.96010437807155,3.9767273650552575
28,Male,Unemployed,,Twitter,61,7.730475064470421,2.7526873463305064,2.1072718293700667,6.0,6.102596078657634,0.9704766434916856,10,True,False,1,28,11.433247155456309,0.9832327443856554
41,Female,Health,5.24167718875394,Facebook,68,10.635677081640754,6.113307624636319,6.07959710806862,,7.724307477083691,0.7058145332250083,2,False,False,4,19,18.49261558214303,6.254266389230014
29,Female,Finance,3.123050348030978,Facebook,59,7.15568069363061,7.448505194746007,6.269953694409791,3.0,5.514628865996958,0.2780095630419188,10,False,False,1,20,12.517929354833688,7.741805933297313
63,Other,Health,5.899756822382659,Twitter,56,10.52375193571095,3.924223956915391,3.0203968898864764,2.0,8.317791149531999,,4,False,False,2,16,15.379344425437951,2.820569639010734
63,Male,Education,2.998973913627206,Telegram,59,5.987522693678992,8.748874201468336,9.016117961148538,8.0,10.0,0.7609350647845708,3,True,False,1,29,17.717006935179583,10.0
45,Female,IT,2.906321096483198,TikTok,52,7.659493312163506,8.458925299904593,7.609314352665621,7.0,6.123530311755529,0.4862480512212901,9,False,False,4,10,10.552811764100776,8.410453030394782
34,Female,Finance,4.135946530435915,Telegram,50,7.825718211180408,3.3589504278101905,2.1237544572730607,,9.91794584386586,,2,True,False,0,13,16.619807337837088,0.0893173464834302
20,Female,Unemployed,2.7006017292764404,Twitter,63,6.747028976280316,5.981617585781596,6.226156675932454,,5.597601291458293,,0,False,False,6,23,3.69229893777226,6.2618895248058095
34,Female,Education,3.1124503318575187,Telegram,62,7.171843512846641,4.585368751880666,4.083088809989276,4.0,6.812058560619356,1.2061018163550714,4,False,False,1,13,11.109964252329132,
26,Male,Education,4.387387191103933,Telegram,77,6.583570266235051,6.165362293711369,,1.0,6.714098959620988,0.0,5,False,False,1,7,0.0,5.464005547747878
46,Male,Student,,Instagram,64,6.866291408441774,8.84451630293447,7.029984037630348,6.0,5.181738711591457,1.2998799922666726,8,False,True,2,18,0.3072139938998077,5.914653647548308
51,Male,Health,,Twitter,57,7.4206313484519555,6.8102368540496165,7.008128781204497,3.0,5.786356018143527,1.91163459299162,10,False,False,2,8,0.4681919445221769,5.917177411942822
42,Male,Education,1.9963973929502543,Telegram,61,9.82125018320083,2.0334285030101,1.9208562447876656,5.0,7.292158297066927,1.5508684620803033,8,False,False,0,29,4.136261528238253,3.348120516813012
36,Female,IT,2.2366731088943648,Telegram,65,8.256819647028067,5.036387969490567,4.659832583050873,7.0,3.559632075401212,1.031065487856749,2,False,False,4,20,0.0,5.701165576436392
37,Male,Student,3.6366408606835137,Instagram,77,5.54301267779248,5.482860610022397,4.205299141877149,5.0,7.448082391650557,1.5706222942470105,0,True,False,2,5,5.952202434106867,3.958322081865431
60,Male,Education,2.3623647562516044,Telegram,56,7.628984861641913,4.953004087519553,5.744363612450463,9.0,5.43342186872324,1.3082808911463415,4,False,False,0,26,0.9034215155826786,7.186357052753015
51,Male,IT,2.503684836527843,Facebook,51,7.104186851039478,5.702678971873176,5.216052961425302,4.0,6.374898424260425,0.0,4,False,False,2,19,6.443834630938634,5.355954805952071
23,Female,Finance,3.3516113617906944,Instagram,48,7.119181835421554,2.1459832043295086,1.8971382223884377,2.0,4.821345866264052,1.4337495025463458,9,False,False,1,18,14.058833552432096,1.382233199666736
20,Female,Finance,0.0,TikTok,51,8.53793304130767,8.720954704649618,7.689500235361421,5.0,8.480677341329052,0.8693038869567071,4,False,True,3,15,5.728741041228108,5.868009426421255
19,Male,Student,2.2265880191182994,TikTok,47,4.12363173764392,3.050404078019373,3.324635118235093,1.0,,0.8371083197723059,7,False,False,4,11,17.371501193973824,4.424179864036551
41,Male,Health,,Twitter,59,8.731112816211407,4.3158582481297065,3.6893895563459775,1.0,7.11457344314652,1.8461920495659183,2,False,True,1,12,3.873293441507113,2.7963740320130306
27,Male,Health,0.1630733385935805,Twitter,57,2.195284650795741,4.033663435674947,3.873716842726021,1.0,7.813728653450763,0.6748843359995654,7,False,False,3,2,3.468467223842685,1.7199678708156716
44,Female,IT,0.0,TikTok,60,5.618096295630505,2.181276390187765,2.417665481790902,6.0,7.551232354314552,1.3036580646603306,1,True,False,6,31,17.863268804094865,1.992419603394601
24,Male,IT,2.8562726659794078,Telegram,56,6.435570432947433,3.3260291931353327,1.5694218686179964,1.0,7.518719514639343,0.3370369331092203,5,False,False,2,24,6.701659112030133,1.188555657355934
21,Male,Health,4.997940253104714,Facebook,63,6.446296617907775,7.39265671495265,6.053762856015006,9.0,7.71214693048303,1.2347943110752009,0,False,False,0,2,0.4760861906976625,6.700166777240644
22,Female,Finance,0.1643261942122991,Instagram,70,6.982439028883517,6.271248876719467,6.250320947691396,2.0,6.555328230461544,1.4033659908519862,5,False,False,3,19,12.605384283011336,6.841764782425543
51,Female,Unemployed,7.607942159304935,Facebook,47,3.764123880839104,8.6458568964956,7.511039916768641,2.0,3.0,1.3730059486136177,2,False,False,1,5,14.00057447455262,6.719462308220399
43,Female,Student,2.4851961067765367,Telegram,57,8.967786130020437,,7.007563226453889,5.0,4.183068694436514,1.4919325474095002,3,False,False,1,14,14.532758629563656,7.787788936930231
42,Other,IT,,Telegram,67,3.2280482483988875,4.190342152571708,3.765314283292663,7.0,4.458161275037189,1.546684180899057,4,False,False,3,18,6.577360638002475,4.773840504261894
59,Female,Health,1.9359653249235629,TikTok,46,5.75921755450797,7.61157613391585,,7.0,6.198674419404679,0.3069923472111956,2,False,False,1,2,12.820211839483726,7.787152668573985
32,Female,Unemployed,1.813135237861008,Telegram,73,5.329873220857273,4.294511646505575,3.344730759257534,1.0,6.163104153337599,2.57625275073745,8,False,False,4,12,0.0,4.520879323052228
55,Male,Health,1.2664246691763488,Facebook,58,6.944044403303801,8.110030811328922,6.946496119553107,9.0,7.721353031635433,1.0458346242431096,10,False,False,2,17,19.28048586900757,7.619178152090155
48,Female,Finance,3.501708180876927,Facebook,64,7.634443185719691,8.728630866302478,7.705802954905746,8.0,7.526367786436438,1.7163911001611147,2,False,False,2,18,13.816601364199574,8.236568283538746
52,Male,Unemployed,0.5204462216169743,TikTok,63,9.632786494597156,7.258377345008359,7.320096371108658,7.0,7.031074827119469,1.396329249631281,4,False,False,4,17,13.751999271954867,7.465118938905822
18,Female,Education,4.346878102329846,Facebook,61,6.343491984508418,7.598094477057295,6.521792214303339,4.0,5.888569734041917,0.0,10,False,False,0,12,13.24295143507056,7.007734534760345
47,Male,IT,5.675440262629332,Facebook,64,10.797615037261435,,4.428558756983459,8.0,6.201676204430105,0.6298495345980982,4,False,True,2,13,6.747291363766331,3.9354540164897167
19,Female,Education,3.862117552636578,Telegram,59,10.821620535968208,8.982753720358604,7.541553738332214,3.0,5.017249122773116,0.7850934352411902,9,True,False,2,11,17.76672489170974,6.881988253333264
39,Male,Health,0.0,Twitter,66,6.421825751123452,3.9172199394323632,3.2532978945372077,7.0,8.387058535505748,0.808356590710116,0,False,False,2,25,0.0,4.410885869636955
35,Male,Health,1.1589258649301948,Telegram,63,8.920476409185934,,7.213055301700143,5.0,6.341266046138301,1.270077755531135,1,False,True,1,22,7.973684567179234,6.347545914280829
30,Female,Education,2.6232752929372127,TikTok,62,7.887641076236929,7.045618882839234,6.0272965075559055,6.0,,0.0,10,False,False,2,23,26.58915170550879,6.761126556080759
60,Female,Education,4.733642017106183,TikTok,74,3.624835753985027,4.0261085069775095,3.950488024328518,5.0,8.052804634604138,0.8857284579468047,6,False,False,2,12,8.70761115446265,3.817843694716797
47,Female,IT,3.72248867708416,Instagram,60,6.323144258750928,5.871857708558577,,3.0,6.430555252978592,0.9013966200322624,7,False,False,5,17,8.948951087732201,
43,Female,Finance,2.9212870502629773,Twitter,61,9.582265070630337,7.31273494810126,7.098370105457138,9.0,8.168029546586979,2.6934007673221414,6,False,True,3,12,12.552086064349,7.5799467303118675
34,Female,Unemployed,2.810338605704324,Facebook,49,5.913703151078877,7.140156061595128,6.661239766412714,5.0,4.556569037563083,1.891389477146074,1,False,False,4,15,12.49326287047434,
43,Male,Unemployed,0.0,TikTok,62,6.383487512934261,5.926851242454685,4.938134600449036,7.0,8.224209189672369,1.1864021156362436,0,False,False,1,20,8.832873672756286,2.648673147661619
27,Female,Finance,2.1442937688826724,Telegram,58,5.067088226574048,6.067180226967691,4.77581555365245,4.0,5.752115289909473,0.8180818265130392,9,False,True,1,11,0.0,4.183070055914121
22,Male,Unemployed,,Instagram,68,7.786987739816101,5.191251005446923,4.281674491583944,,6.933308272071939,1.1534763730074882,0,True,False,3,22,15.649165331509504,5.086978172925284
35,Female,Education,2.564115062088949,Instagram,68,4.746223376024506,2.406917024443011,1.9150709724743995,7.0,6.4308604830541976,0.8209713428306117,5,False,False,2,8,0.4852354008887989,1.9811169133264652
27,Male,Student,2.113757750069988,Telegram,73,7.455873703425268,3.1487726506816216,2.9911479150559344,,4.083238044543929,0.5129060189936626,10,False,False,1,12,13.8256067009885,3.709693153389464
51,Female,Unemployed,3.954104842930806,Instagram,56,9.28724167827776,7.032169066730139,5.941821103795065,3.0,,0.923995819936314,6,True,False,2,27,2.815264432457605,3.802211223525905
56,Male,IT,1.28074050409651,TikTok,66,8.04428344268698,4.566432559512036,4.255131660936483,10.0,6.88572864711487,1.0452014904623554,2,True,False,0,8,10.529153348796306,4.298311559198875
46,Female,IT,,Instagram,65,4.934054345243378,6.069418181804668,5.455137440551394,4.0,7.286520393459942,0.1810531893403125,3,False,False,0,31,3.3537249925269865,4.82243527621323
56,Male,Education,1.6740617146865482,Facebook,53,8.64808838369639,7.057001080858509,6.319304294919461,6.0,6.00950527637942,0.5644337201869913,1,True,False,2,24,16.702326183648506,6.082322074765514
39,Female,Education,,Telegram,61,5.887060786985333,7.860411212891625,6.76725509189536,4.0,7.461147494376794,1.31616439749367,4,True,False,1,16,2.4208915037819514,6.349653465854201
62,Female,Health,6.659029885753842,Telegram,62,3.9270331063338384,5.775014255586278,5.828135264262045,,6.276417507175262,,5,False,False,1,30,13.927761954151617,5.874745074909211
61,Female,Education,4.22000957951041,Instagram,53,7.887085218638375,8.165851921893616,7.22969179207323,10.0,7.6268517610043105,0.8024759789496466,2,False,False,1,30,16.754774789243545,8.123457335514594
46,Male,Education,4.89778485382168,Twitter,64,8.17143067527741,2.124721272515073,1.4326460576880016,6.0,9.58356032586735,1.7954662556728913,3,False,False,0,24,5.350048034855313,2.794725171403793
19,Female,Finance,5.518722323869257,Instagram,54,10.122366761595146,2.1840914154876163,1.8809243999648608,3.0,6.356096764167336,1.082706560928825,10,False,True,2,28,16.78134129873902,1.3763227588624698
50,Female,Finance,1.7543049810247977,Telegram,58,9.15738436110984,6.087355590065826,5.512995602916418,2.0,4.758006511766958,1.2515632688757616,0,True,False,4,3,3.3252445526874617,6.409562467945579
51,Female,Student,1.104936765897048,Telegram,53,6.834869832144128,5.30071449310815,4.944930251333208,8.0,7.958081993842447,1.684086943447077,7,False,True,2,13,9.244626190179936,3.9260137434327
26,Male,Student,1.4087917963334586,TikTok,41,6.284461854170615,4.558204596210363,3.2047901664329093,9.0,7.959843050885857,,6,False,False,3,11,0.0,2.7393363822879904
27,Male,Unemployed,0.1057446279693796,Twitter,60,3.6562255156696906,4.8601680312436,,8.0,7.052711018223721,0.290342225123798,6,False,False,1,12,2.7755810212599608,3.319330495701717
26,Male,Health,2.440464615540797,Instagram,54,9.668859582703858,7.661938901266812,7.6798583950257795,,7.308363067070948,,9,False,False,3,8,5.977323344129894,9.452178615250112
57,Female,Student,1.76799337363827,Instagram,63,3.970706003074284,7.98590939780504,6.895168790917947,4.0,6.640415731803087,2.011419638945225,9,False,True,4,23,0.5078473802237298,6.996006860805218
58,Female,Education,0.8437539683405784,Twitter,63,7.195043108690409,8.895646655904716,8.57060865780009,9.0,,1.5515002621900984,7,False,False,1,8,14.954266069132135,8.462337083610427
27,Female,IT,1.5670506839338083,Instagram,67,5.7463930607536815,4.927241281552437,4.476257852909082,10.0,3.0660948373472934,1.8970700277401893,6,False,False,1,12,14.647386331948976,5.37029959157514
50,Female,Education,5.052165197729512,Telegram,68,7.734370798873463,5.447066892426905,5.29187636174521,9.0,7.597165636781412,1.2034257890862006,6,False,True,5,21,4.013186073487818,6.0924316664421045
45,Female,Finance,4.722481937197029,Telegram,53,5.094298467428581,,7.359470444651196,10.0,8.242704883020423,0.3503890139612222,2,False,False,0,24,0.0,7.670007047390303
30,Female,Finance,3.149647773669047,Instagram,59,4.924963711108315,7.822209815439685,6.981019694302187,10.0,,0.0,0,False,False,3,5,11.88780733335687,7.941911965059739
47,Female,Education,5.445402763847934,Twitter,62,5.715443342173814,8.966534872868422,7.707143954858405,2.0,,0.813116420075982,1,False,False,2,21,0.3351044169222597,5.940890597802084
40,Female,IT,6.645929721591729,Telegram,58,7.204918012965448,3.813932529049081,4.6654114407906775,10.0,5.041901120044777,1.1970276821131818,10,False,False,3,8,9.784537113856343,4.29019660836598
49,Other,Unemployed,5.009129128443344,Twitter,57,4.565895908525275,3.1924316961652286,3.25066471383658,2.0,6.56672613549988,0.7203361997600939,4,True,False,2,8,9.97084648963331,4.156317749282812
62,Female,Health,2.7803476062715355,Instagram,65,6.0762947967255245,3.139605043398446,2.978786234216031,9.0,5.169402759323517,1.0087808869969337,2,False,False,3,19,22.580026480413245,1.2937889674512375
44,Male,Student,3.4708137528255683,TikTok,65,7.875476049955946,7.54262189179589,6.860545417642677,6.0,5.788521671469689,0.904258726504398,6,False,True,2,2,3.416663424611417,6.371595369508489
18,Male,Finance,2.0188129192699025,Facebook,60,7.647396166946294,,6.079675444708469,8.0,3.495264506377839,1.956168546122835,8,False,True,6,23,12.940639307339108,5.397110503262185
44,Male,Unemployed,,Instagram,62,4.3013778897092525,5.273291169547965,4.9671896085537215,3.0,7.6703948306803555,0.5489225810704448,10,False,False,1,30,5.534423573885553,5.595765938615656
32,Female,IT,0.0,Instagram,52,7.951332761840137,8.962934184365817,7.339858417024898,8.0,9.196618409944849,,2,True,False,2,12,8.311039201401899,6.89950763798657
57,Male,Unemployed,5.039151020417806,Twitter,57,7.107896365359216,4.390740132588174,3.581785407005037,,3.847109462877375,,3,False,False,2,14,4.4421719044061,4.9865381770089705
65,Female,IT,0.4826986745148249,Telegram,40,5.961709131572022,7.851644689763836,7.094198106502518,5.0,6.725969475137011,0.3889934516923643,4,False,False,3,0,5.588938256949978,8.906583875234702
64,Female,Health,0.0,Twitter,54,4.230241579387617,2.677261889698761,1.7621137726556824,4.0,6.551652545980581,0.2865897267648386,3,False,False,2,24,8.979362616758161,2.5103985010373777
26,Female,Education,0.904701882824774,Instagram,54,0.8863588651797576,5.153742041727119,5.251041300715542,3.0,5.9214797829188095,0.5529214807890639,10,False,True,2,20,17.718768178465904,4.981746377718982
19,Female,IT,,TikTok,73,6.899829029570437,3.9403575873317296,3.8164115813704216,,6.16812742460584,0.6048836207520851,0,False,True,2,13,11.138102090316192,2.6876943794529526
19,Male,Student,0.3296975455573032,TikTok,63,5.747434441920096,4.906075184300523,3.943773830306162,10.0,9.395185131211198,0.4980739665506044,3,False,False,0,20,4.051944413861625,5.319137235386423
31,Other,Finance,0.2863747331952528,Instagram,40,5.281617540646375,6.901493069150251,4.931050577752618,3.0,5.044817345168296,0.6254988572844143,2,False,False,0,16,13.241871529534391,5.584721155710925
60,Female,Health,2.3593873533495784,Telegram,66,9.086359854206716,3.613938931185228,2.106454464217219,5.0,5.705696653153154,0.0,2,True,False,2,29,0.8673039659930382,1.5096711628633537
42,Female,Unemployed,2.887065994187974,Instagram,57,6.937438985665076,3.324843573388105,2.8230517610861585,1.0,4.910005109390406,0.5992463819425216,6,False,False,0,2,1.3600638732074213,1.8236960066881296
36,Male,Student,0.4496669893235046,Telegram,53,11.76871408242054,4.892415272613126,4.088277782216985,4.0,5.459920742567446,1.0035610251012914,0,False,False,3,1,7.2922949997788304,4.607963050474675
20,Male,Unemployed,2.7162802055187134,Facebook,56,7.554525939593825,4.555932845881214,3.9286218868211846,2.0,6.749943122393236,1.483849824230583,1,True,True,1,12,18.658482199402755,2.9747362732421228
52,Female,Student,1.791730672775355,Instagram,48,6.281390636998313,5.921529866292718,5.342689669085408,3.0,6.225323033897887,0.0,7,False,False,2,30,8.641059744229011,3.361135923175744
35,Male,Student,0.2207109232202619,Twitter,69,7.288639405412414,7.611232503894227,6.863940700616323,7.0,5.49676618060538,0.5655740955291318,6,False,False,1,13,30.131337375383087,
63,Male,Education,3.114557253287744,Facebook,64,5.113009164009222,6.178565562240359,5.347275732770523,5.0,,0.1551297515488949,4,True,True,0,21,0.0,5.35949458580398
46,Male,Student,0.0,Twitter,66,5.5770336439900365,7.239917843755075,6.291182892695122,6.0,,0.2509961074857846,6,False,False,4,13,20.834099496344543,7.813111700582408
18,Male,Education,3.701960722899117,TikTok,66,7.2856016658853555,8.236285037581556,6.803965365152575,9.0,6.713138063992076,0.1378998655881788,1,False,False,0,7,16.0658055672841,8.586633779175123
37,Male,Unemployed,1.2844817225386578,TikTok,60,5.397652462654439,4.665203123085233,4.790377454996017,5.0,4.871121051909007,0.5946897216005314,9,True,True,2,22,13.653419482618544,4.715754883933323
22,Female,Unemployed,3.2665739491385635,TikTok,51,6.628537129225059,8.209874224352756,7.720413266800583,8.0,6.7436491793334215,,3,False,False,0,15,1.371615123824796,7.524045092606972
28,Female,IT,4.762512479568587,Twitter,57,5.08373223917086,8.097549773782076,7.730209364649031,3.0,5.759185489627916,0.951602915320668,1,False,True,2,27,3.447526358771729,7.792615677824695
31,Female,Student,,Instagram,70,5.162718186854522,3.9529009380080735,3.8209461293616793,5.0,6.769860436223814,1.1268629605864755,3,False,False,2,21,25.905704408179133,4.376934545193758
